ayet_numarasi,ayet
Luk.11: 26,"Bunun üzerine gider, kendisinden kötü yedi ruh daha alır ve eve girip yerleşirler. Böylece o kişinin son durumu ilkinden beter olur."""
Luk.11: 27,"İsa bu sözleri söylerken kalabalığın içinden bir kadın O'na, ""Ne mutlu seni taşımış olan rahme, emzirmiş olan memelere!"" diye seslendi."
Luk.11: 28,"İsa, ""Daha doğrusu, ne mutlu Tanrı'nın sözünü dinleyip uygulayanlara!"" dedi. Yunus'un Belirtisi ("
Luk.11: 29,"Çevredeki kalabalık büyürken İsa konuşmaya başladı. ""Şimdiki kuşak kötü bir kuşaktır"" dedi. ""Doğaüstü bir belirti istiyor, ama ona Yunus'un belirtisinden başka bir belirti gösterilmeyecek."
Luk.11: 30,"Yunus nasıl Ninova halkına bir belirti olduysa, İnsanoğlu da bu kuşak için öyle olacaktır."
Luk.11: 31,"Güney Kraliçesi, yargı günü bu kuşağın adamlarıyla birlikte kalkıp onları yargılayacak. Çünkü kraliçe, Süleyman'ın bilgece sözlerini dinlemek için dünyanın ta öbür ucundan gelmişti. Bakın, Süleyman'dan daha üstün olan buradadır."
Luk.11: 32,"Ninova halkı, yargı günü bu kuşakla birlikte kalkıp bu kuşağı yargılayacak. Çünkü Ninovalılar, Yunus'un çağrısı üzerine tövbe ettiler. Bakın, Yunus'tan daha üstün olan buradadır."" Bedenin Işığı ("
Luk.11: 33,"""Hiç kimse kandil yakıp onu gizli yere ya da tahıl ölçeğinin altına koymaz. Tersine, içeri girenler ışığı görsünler diye onu kandilliğe koyar."
Luk.11: 34,"Bedenin ışığı gözdür. Gözün sağlamsa, bütün bedenin de aydınlık olur. Gözün bozuksa, bedenin de karanlık olur."
Luk.11: 35,"Öyleyse dikkat et, sendeki 'ışık' karanlık olmasın."
Luk.11: 36,"Eğer bütün bedenin aydınlık olur ve hiçbir yanı karanlık kalmazsa, kandilin seni ışınlarıyla aydınlattığı zamanki gibi, bedenin tümden aydınlık olur."" Vay Halinize, Ferisiler! ("
Luk.11: 37,İsa konuşmasını bitirince bir Ferisi O'nu evine yemeğe çağırdı. O da içeri girerek sofraya oturdu.
Luk.11: 38,İsa'nın yemekten önce yıkanmadığını gören Ferisi şaştı.
Luk.11: 39,"Rab ona şöyle dedi: ""Siz Ferisiler, bardağın ve tabağın dışını temizlersiniz, ama içiniz açgözlülük ve kötülükle doludur."
Luk.11: 40,Ey akılsızlar! Dışı yapanla içi yapan aynı değil mi?
Luk.11: 41,"Siz kaplarınızın içindekini sadaka olarak verin, o zaman sizin için her şey temiz olur."
Luk.11: 42,"""Ama vay halinize, ey Ferisiler! Siz nanenin, sedefotunun ve her tür sebzenin ondalığını verirsiniz de, adaleti ve Tanrı sevgisini ihmal edersiniz. Ondalık vermeyi ihmal etmeden esas bunları yerine getirmeniz gerekirdi."
Luk.11: 43,"Vay halinize, ey Ferisiler! Havralarda en seçkin yerlere kurulmaya, meydanlarda selamlanmaya bayılırsınız."
Luk.11: 44,"Vay halinize! İnsanların, farkında olmadan üzerlerinde gezindiği belirsiz mezarlara benziyorsunuz."""
Luk.11: 45,"Kutsal Yasa uzmanlarından biri söz alıp İsa'ya, ""Öğretmenim, bunları söylemekle bize de hakaret etmiş oluyorsun"" dedi."
Luk.11: 46,"İsa, ""Sizin de vay halinize, ey Yasa uzmanları!"" dedi. ""İnsanlara taşınması güç yükler yüklersiniz, kendiniz ise bu yükleri kaldırmak için parmağınızı bile kıpırdatmazsınız."
Luk.11: 47,"Vay halinize! Peygamberlerin anıtlarını yaparsınız, oysa onları sizin atalarınız öldürmüştür."
Luk.11: 48,"Böylelikle atalarınızın yaptıklarına tanıklık ederek bunları onaylamış oluyorsunuz. Çünkü onlar peygamberleri öldürdüler, siz de anıtlarını yapıyorsunuz."
Luk.11: 49,"İşte bunun için Tanrı'nın Bilgeliği şöyle demiştir: 'Ben onlara peygamberler ve elçiler göndereceğim, bunlardan kimini öldürecek, kimine zulmedecekler.'"
Luk.11: 50-51,"Böylece bu kuşak, Habil'in kanından tutun da, sunakla tapınak arasında öldürülen Zekeriya'nın kanına değin, dünyanın kuruluşundan beri akıtılan bütün peygamberlerin kanından sorumlu tutulacaktır. Evet, size söylüyorum, bu kuşak sorumlu tutulacaktır."
Luk.11: 52,"Vay halinize, ey Yasa uzmanları! Bilgi kapısının anahtarını alıp götürdünüz. Kendiniz bu kapıdan girmediniz, girmek isteyenlere de engel oldunuz."""
Luk.11: 53,"İsa oradan ayrılınca, din bilginleriyle Ferisiler O'nu şiddetle sıkıştırarak birçok konuda ağzını aramaya başladılar."
Luk.11: 54,Ağzından çıkacak bir sözle O'nu tuzağa düşürmek için fırsat kolluyorlardı.  BÖLÜM 12 Uyarılar ve Teşvikler (
Luk.12: 1,"O sırada halktan binlerce kişi birbirlerini ezercesine toplanmıştı. İsa önce kendi öğrencilerine şunları söylemeye başladı: ""Ferisiler'in mayasından yani, ikiyüzlülükten- kaçının."
Luk.12: 2,"Örtülü olup da açığa çıkarılmayacak, gizli olup da bilinmeyecek hiçbir şey yoktur."
Luk.12: 3,"Bunun için karanlıkta söylediğiniz her söz gün ışığında duyulacak, kapalı kapılar ardında kulağa fısıldadıklarınız damlardan duyurulacaktır."
Luk.12: 4,"""Siz dostlarıma söylüyorum, bedeni öldüren, ama ondan sonra başka bir şey yapamayanlardan korkmayın."
Luk.12: 5,"Kimden korkmanız gerektiğini size açıklayayım: Kişiyi öldürdükten sonra cehenneme atma yetkisine sahip olan Tanrı'dan korkun. Evet, size söylüyorum, O'ndan korkun."
Luk.12: 6,Beş serçe iki meteliğe satılmıyor mu? Ama bunlardan bir teki bile Tanrı katında unutulmuş değildir.
Luk.12: 7,"Nitekim başınızdaki bütün saçlar bile sayılıdır. Korkmayın, siz birçok serçeden daha değerlisiniz."
Luk.12: 8,"""Size şunu söyleyeyim, insanların önünde beni açıkça kabul eden herkesi, İnsanoğlu da Tanrı'nın melekleri önünde açıkça kabul edecek."
Luk.12: 9,"Ama kim beni insanlar önünde inkâr ederse, kendisi de Tanrı'nın melekleri önünde inkâr edilecek."
Luk.12: 10,İnsanoğlu'na karşı bir söz söyleyen herkes bağışlanacak. Oysa Kutsal Ruh'a küfreden bağışlanmayacaktır.
Luk.12: 11,"""Sizi havra topluluklarının, yöneticilerin ve yetkililerin önüne çıkardıklarında, 'Kendimizi neyle, nasıl savunacağız?' ya da, 'Ne söyleyeceğiz?' diye kaygılanmayın."
Luk.12: 12,"Kutsal Ruh o anda size ne söylemeniz gerektiğini öğretecektir."" Zengin Budala"
Luk.12: 13,"Kalabalığın içinden biri İsa'ya, ""Öğretmenim, kardeşime söyle de mirası benimle paylaşsın"" dedi."
Luk.12: 14,"İsa ona şöyle dedi: ""Ey adam! Kim beni üzerinizde yargıç ya da hakem yaptı?"""
Luk.12: 15,"Sonra onlara, ""Dikkatli olun!"" dedi. ""Her türlü açgözlülükten sakının. Çünkü insanın yaşamı, malının çokluğuna bağlı değildir."""
Luk.12: 16,"İsa onlara şu benzetmeyi anlattı: ""Zengin bir adamın toprakları bol ürün verdi."
Luk.12: 17,"Adam kendi kendine, 'Ne yapacağım? Ürünlerimi koyacak yerim yok' diye düşündü."
Luk.12: 18,"Sonra, 'Şöyle yapacağım' dedi. 'Ambarlarımı yıkıp daha büyüklerini yapacağım, bütün tahıllarımı ve mallarımı oraya yığacağım."
Luk.12: 19,"Kendime, ey canım, yıllarca yetecek kadar bol malın var.  Rahatına bak, ye, iç, yaşamın tadını çıkar diyeceğim.'"
Luk.12: 20,"""Ama Tanrı ona, 'Ey akılsız!' dedi. 'Bu gece canın senden istenecek. Biriktirdiğin bu şeyler kime kalacak?'"
Luk.12: 21,"""Kendisi için servet biriktiren, ama Tanrı katında zengin olmayan kişinin sonu böyle olur."" Kaygılanmayın ("
Luk.12: 22,"İsa öğrencilerine şöyle dedi: ""Bu nedenle size şunu söylüyorum: 'Ne yiyeceğiz?' diye canınız için, 'Ne giyeceğiz?' diye bedeniniz için kaygılanmayın."
Luk.12: 23,"Can yiyecekten, beden de giyecekten daha önemlidir."
Luk.12: 24,"Kargalara bakın! Ne eker, ne biçerler; ne kilerleri, ne ambarları vardır. Tanrı yine de onları doyurur. Siz kuşlardan çok daha değerlisiniz!"
Luk.12: 25,Hangi biriniz kaygılanmakla ömrünü bir anlık uzatabilir?
Luk.12: 26,"Bu küçücük işe bile gücünüz yetmediğine göre, öbür konularda neden kaygılanıyorsunuz?"
Luk.12: 27,"""Zambakların nasıl büyüdüğüne bakın! Ne çalışırlar, ne de iplik eğirirler. Ama size şunu söyleyeyim, bütün görkemine karşın Süleyman bile bunlardan biri gibi giyinmiş değildi."
Luk.12: 28,"Ey kıt imanlılar, bugün var olup yarın ocağa atılacak olan kır otunu böyle giydiren Tanrı'nın sizi de giydireceği çok daha kesindir."
Luk.12: 29,"'Ne yiyeceğiz, ne içeceğiz?' diye düşünüp tasalanmayın."
Luk.12: 30,"Dünya ulusları hep bu şeylerin peşinden giderler. Oysa Babanız, bunlara gereksinmeniz olduğunu bilir."
Luk.12: 31,"Siz O'nun egemenliğinin ardından gidin, o zaman size bunlar da verilecektir."
Luk.12: 32,"""Korkma, ey küçük sürü! Çünkü Babanız, egemenliği size vermeyi uygun gördü."
Luk.12: 33,"Mallarınızı satın, sadaka olarak verin. Kendinize eskimeyen keseler, göklerde tükenmeyen bir hazine edinin. Orada ne hırsız ona yaklaşır, ne de güve onu yer."
Luk.12: 34,"Hazineniz neredeyse, yüreğiniz de orada olacaktır."" Uyanık ve Hazırlıklı Olun ("
Luk.12: 35,"""Kuşaklarınız belinizde bağlı ve kandilleriniz yanar durumda hazır olun."
Luk.12: 36,Düğün şenliğinden dönecek olan efendilerinin gelip kapıyı çaldığı an kapıyı açmak için hazır bekleyen köleler gibi olun.
Luk.12: 37,"Efendileri geldiğinde uyanık bulunan kölelere ne mutlu! Size doğrusunu söyleyeyim, efendileri beline kuşağını bağlayacak, kölelerini sofraya oturtacak ve gelip onlara hizmet edecek."
Luk.12: 38,"Efendi gecenin ister ikinci, ister üçüncü nöbetinde gelsin, uyanık bulacağı kölelere ne mutlu!"
Luk.12: 39,"Ama şunu bilin ki, ev sahibi, hırsızın hangi saatte geleceğini bilse, evinin soyulmasına fırsat vermez."
Luk.12: 40,"Siz de hazır olun. Çünkü İnsanoğlu beklemediğiniz saatte gelecektir."""
Luk.12: 41,"Petrus, ""Ya Rab"" dedi, ""Bu benzetmeyi bizim için mi anlatıyorsun, yoksa herkes için mi?"""
Luk.12: 42,"Rab de şöyle dedi: ""Efendinin, uşaklarına vaktinde azık vermek için başlarına atadığı güvenilir ve akıllı kâhya kimdir?"
Luk.12: 43,Efendisi eve döndüğünde işinin başında bulacağı o köleye ne mutlu!
Luk.12: 44,"Size gerçeği söyleyeyim, efendisi onu bütün malının üzerinde yetkili kılacak."
Luk.12: 45-46,"Ama o köle içinden, 'Efendim gecikiyor' der, kadın ve erkek hizmetkârları dövmeye, yiyip içip sarhoş olmaya başlarsa, efendisi, onun beklemediği günde, ummadığı saatte gelecek, onu şiddetle cezalandırıp imansızlarla bir tutacaktır."
Luk.12: 47,"""Efendisinin isteğini bilip de hazırlık yapmayan, onun isteğini yerine getirmeyen köle çok dayak yiyecek."
Luk.12: 48,"Oysa bilmeden dayağı hak eden davranışlarda bulunan, az dayak yiyecek. Kime çok verilmişse, ondan çok istenecek. Kime çok şey emanet edilmişse, kendisinden daha fazlası istenecektir."
Luk.12: 49,"""Ben dünyaya ateş yağdırmaya geldim. Keşke bu ateş daha şimdiden alevlenmiş olsaydı!"
Luk.12: 50,Katlanmam gereken bir vaftiz var. Bu vaftiz gerçekleşinceye dek nasıl da sıkıntı çekiyorum!
Luk.12: 51,"Yeryüzüne barış getirmeye mi geldiğimi sanıyorsunuz? Size hayır diyorum, ayrılık getirmeye geldim."
Luk.12: 52,"Bundan böyle bir evde beş kişi, ikiye karşı üç, üçe karşı iki bölünmüş olacak."
Luk.12: 53,"Baba oğluna karşı, oğul babasına karşı, anne kızına karşı, kız annesine karşı, kaynana gelinine karşı, gelin kaynanasına karşı olacaktır."" Belirtileri Anlamak ("
Luk.12: 54,"İsa halka şunları da söyledi: ""Batıda bir bulutun yükseldiğini görünce siz hemen, 'Sağanak geliyor' diyorsunuz, ve öyle oluyor."
Luk.12: 55,"Rüzgarın güneyden estiğini görünce, 'Çok sıcak olacak' diyorsunuz, ve öyle oluyor."
Luk.12: 56,"Sizi ikiyüzlüler! Yeryüzünün ve gökyüzünün görünümünden bir anlam çıkarabiliyorsunuz da, şimdiki zamanın anlamını nasıl oluyor da çıkaramıyorsunuz?"
Luk.12: 57,"""Doğru olana neden kendiniz karar vermiyorsunuz?"
Luk.12: 58,"Sizden davacı olanla birlikte yargıca giderken, yolda onunla anlaşmak için elinizden geleni yapın. Yoksa o sizi yargıcın önüne sürükler, yargıç gardiyanın eline verir, gardiyan da sizi hapse atar."
Luk.12: 59,"Size şunu söyleyeyim, borcunuzun son kuruşunu ödemedikçe oradan asla çıkamazsınız."" BÖLÜM 13 Tövbe Ediniz"
Luk.13: 1,O sırada bazı kişiler gelip İsa'ya bir haber getirdiler. Pilatus'un nasıl bazı Celileliler'i öldürüp kanlarını kendi kestikleri kurbanların kanına kattığını anlattılar.
Luk.13: 2,"İsa onlara şöyle karşılık verdi: ""Böyle acı çeken bu Celileliler'in, bütün öbür Celileliler'den daha günahlı olduğunu mu sanıyorsunuz?"
Luk.13: 3,"Size hayır diyorum. Ama tövbe etmezseniz, hepiniz böyle mahvolacaksınız."
Luk.13: 4,"Ya da, Şiloah'taki kule üzerlerine yıkılınca ölen o on sekiz kişinin, Yeruşalim'de yaşayan öbür insanların hepsinden daha suçlu olduğunu mu sanıyorsunuz?"
Luk.13: 5,"Size hayır diyorum. Ama tövbe etmezseniz, hepiniz böyle mahvolacaksınız."" Meyve Vermeyen Ağaç"
Luk.13: 6,"İsa şu benzetmeyi anlattı: ""Adamın birinin bağında dikili bir incir ağacı vardı. Adam gelip ağaçta meyve aradı, ama bulamadı."
Luk.13: 7,"Bağcıya, 'Bak' dedi, 'Ben üç yıldır gelip bu incir ağacında meyve arıyorum, bulamıyorum. Onu kes. Toprağın besinini neden boş yere tüketsin?'"
Luk.13: 8,"""Bağcı, 'Efendim' diye karşılık verdi, 'Ağacı bir yıl daha bırak, bu arada ben çevresini kazıp gübreleyeyim."
Luk.13: 9,"Gelecek yıl meyve verirse, ne iyi; vermezse, onu kesersin.'"" Beli Bükük Bir Kadının İyileştirilmesi"
Luk.13: 10,"Bir Şabat Günü İsa, havralardan birinde öğretiyordu."
Luk.13: 11,"On sekiz yıldır içinde hastalık ruhu bulunan bir kadın da oradaydı. İki büklüm olmuş, belini hiç doğrultamıyordu."
Luk.13: 12,"İsa onu görünce yanına çağırdı. ""Kadın"" dedi, ""Hastalığından kurtuldun."""
Luk.13: 13,Ellerini kadının üzerine koydu. Kadın hemen doğruldu ve Tanrı'yı yüceltmeye başladı.
Luk.13: 14,"İsa'nın hastayı Şabat Günü iyileştirmesine kızan havra yöneticisi kalabalığa seslenerek, ""Çalışmak için altı gün vardır"" dedi. ""O günler gelip iyileşin, Şabat Günü değil."""
Luk.13: 15,"Rab ona şu karşılığı verdi: ""Sizi ikiyüzlüler! Her biriniz Şabat Günü kendi öküzünü ya da eşeğini yemlikten çözüp suya götürmez mi?"
Luk.13: 16,"Buna göre, Şeytan'ın on sekiz yıldır bağlı tuttuğu, İbrahim'in bir kızı olan bu kadının da Şabat Günü bu bağdan çözülmesi gerekmez miydi?"""
Luk.13: 17,"İsa'nın bu sözleri, kendisine karşı gelenlerin hepsini utandırdı. Bütün kalabalık ise O'nun yaptığı görkemli işlerin tümünü sevinçle karşıladı. Hardal Tanesi ve Maya ("
Luk.13: 18,"Sonra İsa şunları söyledi: ""Tanrı'nın Egemenliği neye benzer, onu neye benzeteyim?"
Luk.13: 19,"Tanrı'nın Egemenliği, bir adamın bahçesine ektiği hardal tanesine benzer. Tane gelişip ağaç olur, kuşlar dallarında barınır."""
Luk.13: 20,"İsa yine, ""Tanrı'nın Egemenliği'ni neye benzeteyim?"" dedi."
Luk.13: 21,"""O, bir kadının üç ölçek una karıştırdığı mayaya benzer. Sonunda bütün hamur kabarır."" Dar Kapı ("
Luk.13: 22,"İsa köy kent dolaşarak öğretiyor, Yeruşalim'e doğru ilerliyordu."
Luk.13: 23-24,"Biri O'na, ""Ya Rab"" dedi, ""Kurtulanların sayısı az mı olacak?"" İsa oradakilere şöyle dedi: ""Dar kapıdan girmeye gayret edin. Size şunu söyleyeyim, çok kişi içeri girmek isteyecek, ama giremeyecek."
Luk.13: 25,"Ev sahibi kalkıp kapıyı kapattıktan sonra dışarıda durup, 'Ya Rab, kapıyı aç bize!' diyerek kapıyı vurmaya başlayacaksınız. ""O da size, 'Kim olduğunuzu, nereden geldiğinizi bilmiyorum' diye karşılık verecek."
Luk.13: 26,"""O zaman, 'Biz senin önünde yiyip içtik, sen de bizim sokaklarımızda öğrettin' demeye başlayacaksınız."
Luk.13: 27,"""O da size şöyle diyecek: 'Kim olduğunuzu, nereden geldiğinizi bilmiyorum. Çekilin önümden, ey kötülük yapanlar!'"
Luk.13: 28,"""İbrahim'i, İshak'ı, Yakup'u ve bütün peygamberleri Tanrı'nın Egemenliği'nde, kendinizi ise dışarı atılmış gördüğünüz zaman, aranızda ağlayış ve diş gıcırtısı olacaktır."
Luk.13: 29,"İnsanlar doğudan batıdan, kuzeyden güneyden gelecek ve Tanrı'nın Egemeniği'nde sofraya oturacaklar."
Luk.13: 30,"Ve işte, sonuncu olan bazıları birinci, birinci olan bazıları da sonuncu olacak."" Ey Yeruşalim! ("
Luk.13: 31,"Tam o sırada bazı Ferisiler gelip İsa'ya, ""Buradan ayrılıp başka yere git. Hirodes seni öldürmek istiyor"" dediler."
Luk.13: 32,"İsa onlara şöyle dedi: ""Gidin, o tilkiye söyleyin, 'Bugün ve yarın cinleri kovup hastaları iyileştireceğim ve üçüncü gün hedefime ulaşacağım.'"
Luk.13: 33,"Yine de bugün, yarın ve öbür gün yoluma devam etmeliyim. Çünkü bir peygamberin Yeruşalim'in dışında ölmesi düşünülemez!"
Luk.13: 34,"""Ey Yeruşalim! Peygamberleri öldüren, kendisine gönderilenleri taşlayan Yeruşalim!  Tavuğun civcivlerini kanatları altına topladığı gibi ben de kaç kez senin çocuklarını toplamak istedim, ama siz istemediniz."
Luk.13: 35,"Bakın, eviniz ıssız bırakılacak! Size şunu söyleyeyim: 'Rab'bin adıyla gelene övgüler olsun!' diyeceğiniz zamana dek beni bir daha görmeyeceksiniz."" BÖLÜM 14 İsa Bir Ferisi'nin Evinde"
Luk.14: 1,Bir Şabat Günü İsa Ferisiler'in ileri gelenlerinden birinin evine yemek yemeye gitti. Herkes O'nu dikkatle gözlüyordu.
Luk.14: 2,"Önünde, vücudu su toplamış bir adam vardı."
Luk.14: 3,"İsa, Kutsal Yasa uzmanlarına ve Ferisiler'e, ""Şabat Günü bir hastayı iyileştirmek Kutsal Yasa'ya uygun mudur, değil midir?"" diye sordu."
Luk.14: 4,"Onlar ses çıkarmadılar. İsa adamı tutup iyileştirdi, sonra eve gönderdi."
Luk.14: 5,"İsa onlara şöyle dedi: ""Hanginiz oğlu ya da öküzü Şabat Günü kuyuya düşer de hemen çıkarmaz?"""
Luk.14: 6,Onlar buna hiçbir karşılık veremediler.
Luk.14: 7-9,"Yemeğe çağrılanların başköşeleri seçtiğini farkeden İsa, onlara şu benzetmeyi anlattı: ""Biri seni düğüne çağırdığı zaman başköşeye kurulma. Belki senden daha saygın birini de çağırmıştır. İkinizi de çağıran gelip, 'Yerini bu adama ver' diyebilir. O zaman utançla kalkıp en arkaya geçersin."
Luk.14: 10,"Bir yere çağrıldığın zaman git, en arkada otur. Öyle ki, seni çağıran gelince, 'Arkadaşım, daha öne buyurmaz mısın?' desin. O zaman seninle birlikte sofrada oturan herkesin önünde onurlandırılmış olursun."
Luk.14: 11,"Kendini yücelten herkes alçaltılacak, kendini alçaltan yüceltilecektir."" Şölen Benzetmesi ("
